"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"227","AMBERFIELD GLEN","149","0","CENTURION","Gauteng","2021-05-18 04:31:25","2021-05-18 04:31:25"
"228","AMBERGATE","0","780","POLOKWANE","Limpopo","2021-05-18 04:31:25","2021-05-18 04:31:25"
"229","AMBERVILLE","157","0","CENTURION","Gauteng","2021-05-18 04:31:26","2021-05-18 04:31:26"
"230","AMERSFOORT","2490","2490","AMERSFOORT","Mpumalanga","2021-05-18 04:31:26","2021-05-18 04:31:26"
"231","AMERVILLE","6960","0","FRASERBURG","Western Cape","2021-05-18 04:31:26","2021-05-18 04:31:26"
"232","AMSTELHOF","7646","0","PAARL","Western Cape","2021-05-18 04:31:26","2021-05-18 04:31:26"
"233","AMSTERDAM","0","2375","MPUMALANGA","Mpumalanga","2021-05-18 04:31:26","2021-05-18 04:31:26"
"234","AMSTERDAMHOEK","6210","0","SWARTKOPS","Eastern Cape","2021-05-18 04:31:26","2021-05-18 04:31:26"
"235","ANCHORAGE","0","4960","BUTTERWORTH","Eastern Cape","2021-05-18 04:31:26","2021-05-18 04:31:26"
"236","ANCHORAGE PARK","7140","0","GORDON'S BAY","Eastern Cape","2021-05-18 04:31:26","2021-05-18 04:31:26"
"237","ANCHORVILLE","1827","0","ANCHORVILLE","Gauteng","2021-05-18 04:31:27","2021-05-18 04:31:27"
"238","ANDALUSIA PARK","8550","8550","JAN KEMPDORP","Nothern Cape","2021-05-18 04:31:27","2021-05-18 04:31:27"
"239","ANDE","0","5090","MOUNT FRERE","Eastern Cape","2021-05-18 04:31:27","2021-05-18 04:31:27"
"240","ANDERBOLT","1459","0","BOKSBURG","Gauteng","2021-05-18 04:31:27","2021-05-18 04:31:27"
"241","ANDERSONVILLE","6529","0","GEORGE","Western Cape","2021-05-18 04:31:27","2021-05-18 04:31:27"
"242","ANDERWORD","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:31:27","2021-05-18 04:31:27"
"243","ANERLEY","0","4230","ANERLEY","Kwazulu Natal","2021-05-18 04:31:27","2021-05-18 04:31:27"
"244","ANGOLA","0","4148","UMLAZI","Kwazulu Natal","2021-05-18 04:31:27","2021-05-18 04:31:27"
"245","ANNADALE","699","0","POLOKWANE","Limpopo","2021-05-18 04:31:28","2021-05-18 04:31:28"
"246","ANNANDALE","7580","0","KUILSRIVIER","Western Cape","2021-05-18 04:31:28","2021-05-18 04:31:28"
"247","ANNANDALE","0","3080","DANNHAUSER","Kwazulu Natal","2021-05-18 04:31:28","2021-05-18 04:31:28"
"248","ANNANDALE VILLAGE","7441","0","MILNERTON","Western Cape","2021-05-18 04:31:28","2021-05-18 04:31:28"
"249","ANNATY BANK","7945","0","TOKAI","Western Cape","2021-05-18 04:31:28","2021-05-18 04:31:28"
"250","ANNEX PARK","0","1402","GERMISTON","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"251","ANNIEVILLE","0","3080","DANNHAUSER","Kwazulu Natal","2021-05-18 04:31:29","2021-05-18 04:31:29"
"252","ANNLIN","182","66","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"253","ANNLIN EXT","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"254","ANNLIN EXT 1","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"255","ANNLIN EXT 107","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"256","ANNLIN EXT 13","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"257","ANNLIN EXT 15","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:29","2021-05-18 04:31:29"
"258","ANNLIN EXT 18","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"259","ANNLIN EXT 19","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"260","ANNLIN EXT 2","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"261","ANNLIN EXT 3","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"262","ANNLIN EXT 32","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"263","ANNLIN EXT 33","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"264","ANNLIN EXT 35","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:30","2021-05-18 04:31:30"
"265","ANNLIN EXT 36","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"266","ANNLIN EXT 37","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"267","ANNLIN EXT 4","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"268","ANNLIN EXT 5","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"269","ANNLIN EXT 6","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"270","ANNLIN EXT 7","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:31","2021-05-18 04:31:31"
"271","ANNLIN EXT 8","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:31:32"
"272","ANNLIN EXT 1","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"273","ANNLIN EXT 107","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"274","ANNLIN EXT 13","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"275","ANNLIN EXT 15","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"276","ANNLIN EXT 18","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"277","ANNLIN EXT 19","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:32","2021-05-18 04:50:29"
"278","ANNLIN EXT 2","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:29"
"279","ANNLIN EXT 3","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"280","ANNLIN EXT 32","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"281","ANNLIN EXT 33","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"282","ANNLIN EXT 35","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"283","ANNLIN EXT 36","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"284","ANNLIN EXT 37","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"285","ANNLIN EXT 4","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"286","ANNLIN EXT 5","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:33","2021-05-18 04:50:30"
"287","ANNLIN EXT 6","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:34","2021-05-18 04:50:30"
"288","ANNLIN EXT 7","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:34","2021-05-18 04:50:30"
"289","ANNLIN EXT 8","182","0","PRETORIA NORTH","Gauteng","2021-05-18 04:31:34","2021-05-18 04:50:30"
"290","ANSFRERE","1709","1711","FLORIDA","Gauteng","2021-05-18 04:31:34","2021-05-18 04:31:34"
"291","ANTROBUS","900","0","MESSINA","Limpopo","2021-05-18 04:31:34","2021-05-18 04:31:34"
"292","ANZAC","1541","0","BRAKPAN","Gauteng","2021-05-18 04:31:34","2021-05-18 04:31:34"
"293","ANZAC EXT 1","1541","0","BRAKPAN","Gauteng","2021-05-18 04:31:35","2021-05-18 04:31:35"
"294","ANZAC EXT 2","1541","1540","BRAKPAN","Gauteng","2021-05-18 04:31:35","2021-05-18 04:31:35"
"295","ANZAC EXT 1","1541","0","BRAKPAN","Gauteng","2021-05-18 04:31:35","2021-05-18 04:50:30"
"296","ANZAC EXT 2","1541","1540","BRAKPAN","Gauteng","2021-05-18 04:31:35","2021-05-18 04:50:30"
"297","APEL","0","739","POLOKWANE","Limpopo","2021-05-18 04:31:35","2021-05-18 04:31:35"
"298","APEX CAFE","0","1519","DAVEYTON","Gauteng","2021-05-18 04:31:35","2021-05-18 04:31:35"
"299","APEX INDUSTRIAL","0","1540","BRAKPAN","Gauteng","2021-05-18 04:31:35","2021-05-18 04:31:35"
"300","APPLE ORCHARDS KHW","0","1876","WALKERVILLE","Gauteng","2021-05-18 04:31:36","2021-05-18 04:31:36"
"301","APPLE ORCHARDS SIHS","0","1876","WALKERVILLE","Gauteng","2021-05-18 04:31:36","2021-05-18 04:31:36"
"302","APPLE PARK","1739","0","KRUGERSDORP","Gauteng","2021-05-18 04:31:36","2021-05-18 04:31:36"
"303","AQUADENE","0","3900","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:31:36","2021-05-18 04:31:36"
"304","AQUAPARK","850","850","TZANEEN","Limpopo","2021-05-18 04:31:36","2021-05-18 04:31:36"
"305","AQUAVILLE","0","6120","KIRKWOOD","Eastern Cape","2021-05-18 04:31:36","2021-05-18 04:31:36"
"306","ARABIEDAM","464","464","MARBLE HALL","North West Province","2021-05-18 04:31:36","2021-05-18 04:31:36"
"307","ARAUNA","7560","0","BRACKENFELL","Western Cape","2021-05-18 04:31:36","2021-05-18 04:31:36"
"308","ARBEX","0","3904","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:31:36","2021-05-18 04:31:36"
"309","ARBOR PARK","0","2954","NEWCASTLE","Kwazulu Natal","2021-05-18 04:31:36","2021-05-18 04:31:36"
"310","ARBORETUM","9301","9305","BLOEMFONTEIN","Free State","2021-05-18 04:31:36","2021-05-18 04:31:36"
"311","ARBORETUM","3900","3900","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:31:37","2021-05-18 04:31:37"
"312","ARBORETUM EXT","0","3900","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:31:37","2021-05-18 04:31:37"
"313","ARBORETUM EXT","0","3900","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:31:37","2021-05-18 04:50:30"
"314","ARBORPARK","850","850","TZANEEN","Limpopo","2021-05-18 04:31:37","2021-05-18 04:31:37"
"315","ARCADIA","5201","0","EAST LONDON","Eastern Cape","2021-05-18 04:31:37","2021-05-18 04:31:37"
"316","ARCADIA","6059","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:31:37","2021-05-18 04:31:37"
"317","ARCADIA","6300","0","HUMANSDORP","Eastern Cape","2021-05-18 04:31:37","2021-05-18 04:31:37"
"318","ARCADIA","83","7","PRETORIA","Gauteng","2021-05-18 04:31:37","2021-05-18 04:31:37"
"319","ARCADIA CENTRE","7570","0","KRAAIFONTEIN","Western Cape","2021-05-18 04:31:37","2021-05-18 04:31:37"
"320","ARCON PARK","1939","1937","VEREENIGING","Gauteng","2021-05-18 04:31:37","2021-05-18 04:31:37"
"321","ARCON PARK EXT 1","1939","0","VEREENIGING","Gauteng","2021-05-18 04:31:38","2021-05-18 04:31:38"
"322","ARCON PARK EXT 1","1939","0","VEREENIGING","Gauteng","2021-05-18 04:31:38","2021-05-18 04:50:30"
"323","ARDLEIGH PARK","7945","0","RETREAT","Western Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"324","AREA AL","7785","0","MITCHELLS PLAIN","Western Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"325","AREA SST","7784","0","KHAYELITSHA","Western Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"326","AREEN","2745","0","MAFIKENG","North West Province","2021-05-18 04:31:38","2021-05-18 04:31:38"
"327","ARENA","8345","0","ARENA","Nothern Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"328","ARENA PARK","4092","0","CHATSWORTH","Kwazulu Natal","2021-05-18 04:31:38","2021-05-18 04:31:38"
"329","ARENDSDALE","7353","7353","ATLANTIS","Western Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"330","ARGYLE","2001","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:38","2021-05-18 04:31:38"
"331","ARLINGTON","9602","9602","ARLINGTON","Free State","2021-05-18 04:31:38","2021-05-18 04:31:38"
"332","ARMADALE","2190","2013","JOHANNESBURG","Gauteng","2021-05-18 04:31:38","2021-05-18 04:31:38"
"333","ARNISTON","0","7280","ARNISTON","Western Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"334","ARNOLDTON","5247","0","EAST LONDON","Eastern Cape","2021-05-18 04:31:38","2021-05-18 04:31:38"
"335","ARNOT","0","1051","MIDDELBURG","Mpumalanga","2021-05-18 04:31:39","2021-05-18 04:31:39"
"336","ARNOT COLLIERY","0","1097","WITBANK","Mpumalanga","2021-05-18 04:31:39","2021-05-18 04:31:39"
"337","ASANDE","0","3227","IMPENDLE","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"338","ASCOT VILLAGE","7780","0","LANSDOWNE","Western Cape","2021-05-18 04:31:39","2021-05-18 04:31:39"
"339","ASHBURNHAM","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:31:39","2021-05-18 04:31:39"
"340","ASHBURTON","0","3213","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"341","ASHBURY","6720","0","MONTAGU","Western Cape","2021-05-18 04:31:39","2021-05-18 04:31:39"
"342","ASHDOWN","3201","3216","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"343","ASHDOWN MCP","0","3204","EDENDALE","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"344","ASHERVILLE","6281","0","GRAAFF-REINET","Eastern Cape","2021-05-18 04:31:39","2021-05-18 04:31:39"
"345","ASHERVILLE","4091","0","DURBAN","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"346","ASHLEA GARDENS","81","0","MENLO PARK","Gauteng","2021-05-18 04:31:39","2021-05-18 04:31:39"
"347","ASHLEY","3610","0","PINETOWN","Kwazulu Natal","2021-05-18 04:31:39","2021-05-18 04:31:39"
"348","ASHTON","6715","6715","ASHTON","Western Cape","2021-05-18 04:31:39","2021-05-18 04:31:39"
"349","ASHWOOD","0","3605","PINETOWN","Kwazulu Natal","2021-05-18 04:31:40","2021-05-18 04:31:40"
"350","ASIATIC BAZAAR","183","0","PRETORIA WEST","Gauteng","2021-05-18 04:31:40","2021-05-18 04:31:40"
"351","ASIATIC EXT","1300","1300","BARBERTON","Mpumalanga","2021-05-18 04:31:40","2021-05-18 04:31:40"
"352","ASIATIC EXT 1","1300","1300","BARBERTON","Mpumalanga","2021-05-18 04:31:40","2021-05-18 04:31:40"
"353","ASIATIC EXT","1300","1300","BARBERTON","Mpumalanga","2021-05-18 04:31:40","2021-05-18 04:50:30"
"354","ASIATIC EXT 1","1300","1300","BARBERTON","Mpumalanga","2021-05-18 04:31:40","2021-05-18 04:50:30"
"355","ASKEATON","0","5413","ASKEATON","Eastern Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"356","ASKHAM","8814","8814","ASKHAM","Nothern Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"357","ASKRAAL","0","6667","ASKRAAL","Western Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"358","ASLA PARK","6506","0","MOSSEL BAY","Western Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"359","ASOKA HEIGHTS","4200","0","ASOKA HEIGHTS","Kwazulu Natal","2021-05-18 04:31:40","2021-05-18 04:31:40"
"360","ASOKAHOOGTE","4200","0","ASOKAHOOGTE","Kwazulu Natal","2021-05-18 04:31:40","2021-05-18 04:31:40"
"361","ASPEN HEIGHTS","6059","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"362","ASSAGAY","3610","3624","HILLCREST","Kwazulu Natal","2021-05-18 04:31:40","2021-05-18 04:31:40"
"363","ASTON BAY","0","6332","JEFFREYS BAY","Eastern Cape","2021-05-18 04:31:40","2021-05-18 04:31:40"
"364","ASTON MANOR","1619","1630","KEMPTON PARK","Gauteng","2021-05-18 04:31:41","2021-05-18 04:31:41"
"365","ASTONBAAI","0","6332","JEFFREYS BAY","Eastern Cape","2021-05-18 04:31:41","2021-05-18 04:31:41"
"366","ATAMELANG","2732","2732","ATAMELANG","North West Province","2021-05-18 04:31:41","2021-05-18 04:31:41"
"367","ATHENA GARDENS","4037","0","DURBAN","Kwazulu Natal","2021-05-18 04:31:41","2021-05-18 04:31:41"
"368","ATHLONE","4051","0","DURBAN NORTH","Kwazulu Natal","2021-05-18 04:31:41","2021-05-18 04:31:41"
"369","ATHLONE","7764","7760","CAPE TOWN","Western Cape","2021-05-18 04:31:41","2021-05-18 04:31:41"
"370","ATHLONE","3201","0","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:31:41","2021-05-18 04:31:41"
"371","ATHLONE INDUSTRIA 1","7764","0","CAPE TOWN","Western Cape","2021-05-18 04:31:41","2021-05-18 04:31:41"
"372","ATHLONE INDUSTRIA 2","7764","0","CAPE TOWN","Western Cape","2021-05-18 04:31:41","2021-05-18 04:31:41"
"373","ATHLONE PARK","4126","0","AMANZIMTOTI","Kwazulu Natal","2021-05-18 04:31:41","2021-05-18 04:31:41"
"374","ATHOLHURST","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:41","2021-05-18 04:31:41"
"375","ATHOLL","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:41","2021-05-18 04:31:41"
"376","ATHOLL EXT 10","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:41","2021-05-18 04:31:41"
"377","ATHOLL EXT 11","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"378","ATHOLL EXT 12","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"379","ATHOLL EXT 15","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"380","ATHOLL EXT 17","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"381","ATHOLL EXT 18","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"382","ATHOLL EXT 2","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"383","ATHOLL EXT 20","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"384","ATHOLL EXT 23","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"385","ATHOLL EXT 24","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"386","ATHOLL EXT 34","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"387","ATHOLL EXT 36","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"388","ATHOLL EXT 4","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"389","ATHOLL EXT 5","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"390","ATHOLL EXT 6","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:42","2021-05-18 04:31:42"
"391","ATHOLL EXT 7","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:31:43"
"392","ATHOLL EXT 9","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:31:43"
"393","ATHOLL GARDENS","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:31:43"
"394","ATHOLL HEIGHTS","3629","0","WESTVILLE","Kwazulu Natal","2021-05-18 04:31:43","2021-05-18 04:31:43"
"395","ATHOLL EXT 10","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:30"
"396","ATHOLL EXT 11","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"397","ATHOLL EXT 12","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"398","ATHOLL EXT 15","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"399","ATHOLL EXT 17","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"400","ATHOLL EXT 18","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"401","ATHOLL EXT 2","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"402","ATHOLL EXT 20","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"403","ATHOLL EXT 23","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"404","ATHOLL EXT 24","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"405","ATHOLL EXT 34","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:43","2021-05-18 04:50:31"
"406","ATHOLL EXT 36","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"407","ATHOLL EXT 4","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"408","ATHOLL EXT 5","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"409","ATHOLL EXT 6","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"410","ATHOLL EXT 7","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"411","ATHOLL EXT 9","0","2031","JOHANNESBURG","Gauteng","2021-05-18 04:31:44","2021-05-18 04:50:31"
"412","ATHOLTON","0","4301","MOUNT EDGECOMBE","Kwazulu Natal","2021-05-18 04:31:44","2021-05-18 04:31:44"
"413","ATLANTA","0","267","BRITS","Gauteng","2021-05-18 04:31:44","2021-05-18 04:31:44"
"414","ATLANTA","5880","0","CRADOCK","Eastern Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"415","ATLANTIC BEACH","7441","0","MILNERTON","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"416","ATLANTIC GOLF ESTATE","7441","0","MILNERTON","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"417","ATLANTIC GOLF LANDGOED","7441","0","MILNERTON","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"418","ATLANTIS","7349","0","DASSENBERG","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"419","ATLANTIS EXT 12","7349","0","DASSENBERG","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"420","ATLANTIS EXT 13","7349","0","DASSENBERG","Western Cape","2021-05-18 04:31:44","2021-05-18 04:31:44"
"421","ATLANTIS EXT 12","7349","0","DASSENBERG","Western Cape","2021-05-18 04:31:44","2021-05-18 04:50:31"
"422","ATLANTIS EXT 13","7349","0","DASSENBERG","Western Cape","2021-05-18 04:31:44","2021-05-18 04:50:31"
"423","ATLASPARK","0","1465","ATLASPARK","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"424","ATLASVILLE","1459","1465","BOKSBURG","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"425","ATLASVILLE EXT 1","1459","0","BOKSBURG","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"426","ATLASVILLE EXT 2","1459","0","BOKSBURG","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"427","ATLASVILLE EXT 1","1459","0","BOKSBURG","Gauteng","2021-05-18 04:31:45","2021-05-18 04:50:32"
"428","ATLASVILLE EXT 2","1459","0","BOKSBURG","Gauteng","2021-05-18 04:31:45","2021-05-18 04:50:32"
"429","ATOK","0","749","POLOKWANE","Limpopo","2021-05-18 04:31:45","2021-05-18 04:31:45"
"430","ATOOM","0","514","NYLSTROOM","Limpopo","2021-05-18 04:31:45","2021-05-18 04:31:45"
"431","ATTAWAY","0","7354","ATLANTIS","Western Cape","2021-05-18 04:31:45","2021-05-18 04:31:45"
"432","ATTERIDGEVILLE","8","6","PRETORIA","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"433","ATTERIDGEVILLE EAST","0","89","ATTERIDGEVILLE EAST","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"434","ATTERIDGEVILLE EXT 17","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"435","ATTERIDGEVILLE EXT 2","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"436","ATTERIDGEVILLE EXT 3","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"437","ATTERIDGEVILLE EXT 4","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"438","ATTERIDGEVILLE EXT 7","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:31:45"
"439","ATTERIDGEVILLE EXT 17","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:45","2021-05-18 04:50:32"
"440","ATTERIDGEVILLE EXT 2","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:46","2021-05-18 04:50:32"
"441","ATTERIDGEVILLE EXT 3","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:46","2021-05-18 04:50:32"
"442","ATTERIDGEVILLE EXT 4","8","0","ATTERIDGEVILLE","Gauteng","2021-05-18 04:31:46","2021-05-18 04:50:32"
