"id","suburb","street_code","postal_code","city","province","created_at","updated_at"
"12268","REYNO RIDGE EXT","1049","1049","WITBANK","Mpumalanga","2021-05-18 04:45:16","2021-05-18 04:52:51"
"12269","REYNO RIDGE EXT 1","1049","1049","WITBANK","Mpumalanga","2021-05-18 04:45:17","2021-05-18 04:52:51"
"12270","REYNOLDS VIEW","2094","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12271","REYNORIF","1049","1049","WITBANK","Mpumalanga","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12272","RHEEDERPARK","9459","0","WELKOM","Free State","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12273","RHEEDERSPOS","0","4810","FLAGSTAFF","Eastern Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12274","RHEENENDAL","0","6576","KNYSNA","Western Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12275","RHENOSTERDRIFT","0","405","RUST DE WINTER","North West Province","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12276","RHENOSTERKRAAL","0","344","RUSTENBURG","North West Province","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12277","RHINE ROAD","0","8050","CAPE TOWN","Western Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12278","RHINEWEG","0","8050","CAPE TOWN","Western Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12279","RHODES","9787","9787","BARKLY EAST","Free State","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12280","RHODES GIFT","0","7707","RONDEBOSCH","Western Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12281","RHODES PARK","2745","0","MAFIKENG","North West Province","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12282","RHODES PARK","5247","0","EAST LONDON","Eastern Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12283","RHODES UNIVERSITY","6140","6139","GRAHAMSTOWN","Eastern Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12284","RHODESDENE","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:17","2021-05-18 04:45:17"
"12285","RHODESFIELD","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12286","RHODESFIELD EXT 1","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12287","RHODESFIELD EXT 1","1619","0","KEMPTON PARK","Gauteng","2021-05-18 04:45:18","2021-05-18 04:52:51"
"12288","RIAMARPARK","1020","0","BRONKHORSTSPRUIT","Mpumalanga","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12289","RIBA CROSS","0","1153","BELFAST","Mpumalanga","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12290","RICHARDS BAY","3900","3900","RICHARDS BAY","Kwazulu Natal","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12291","RICHARDSBAAI","3900","3900","RICHARDSBAAI","Kwazulu Natal","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12292","RICHEM","3880","0","EMPANGENI","Kwazulu Natal","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12293","RICHMOND","0","3780","RICHMOND","Kwazulu Natal","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12294","RICHMOND","2092","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12295","RICHMOND","7090","7090","NORTHERN CAPE","Nothern Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12296","RICHMOND EST","7460","0","GOODWOOD","Western Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12297","RICHMOND FARM","4359","0","KWAMASHU","Kwazulu Natal","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12298","RICHMOND HILL","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12299","RICHMOND LGD","7460","0","GOODWOOD","Western Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12300","RICHMOND PARK","6001","0","PORT ELIZABETH","Eastern Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12301","RICHWOOD","7441","0","MILNERTON","Western Cape","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12302","RIDDERPARK","299","303","RUSTENBURG","North West Province","2021-05-18 04:45:18","2021-05-18 04:45:18"
"12303","RIDGE PARK","3201","0","PIETERMARITZBURG","Kwazulu Natal","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12304","RIDGE ROAD","0","4240","PORT SHEPSTONE","Kwazulu Natal","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12305","RIDGE ROAD","4126","0","AMANZIMTOTI","Kwazulu Natal","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12306","RIDGE TERRACE","0","2168","RIDGE TERRACE","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12307","RIDGEVIEW","0","1701","FLORIDA","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12308","RIDGEVIEW GARDENS","0","4138","MAYVILLE","Kwazulu Natal","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12309","RIDGEWAY","2091","2099","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12310","RIDGEWAY EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12311","RIDGEWAY EXT 2","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12312","RIDGEWAY EXT 3","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12313","RIDGEWAY EXT 4","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12314","RIDGEWAY EXT 5","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12315","RIDGEWAY EXT 8","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:45:19"
"12316","RIDGEWAY EXT 1","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:19","2021-05-18 04:52:51"
"12317","RIDGEWAY EXT 2","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:52:51"
"12318","RIDGEWAY EXT 3","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:52:51"
"12319","RIDGEWAY EXT 4","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:52:51"
"12320","RIDGEWAY EXT 5","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:52:51"
"12321","RIDGEWAY EXT 8","2091","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:52:52"
"12322","RIDGEWORTH EST","7530","0","BELLVILLE","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12323","RIDGEWORTH LGD","7530","0","BELLVILLE","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12324","RIEBEECKSTAD","9459","9469","WELKOM","Free State","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12325","RIEBEEK EAST","5805","5805","GRAHAMSTOWN","Eastern Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12326","RIEBEEK KASTEEL","7300","7307","MALMESBURY","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12327","RIEBEEK WEST","0","7306","MALMESBURY","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12328","RIEBEEK-OOS","5805","5805","GRAHAMSTOWN","Eastern Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12329","RIEBEEK-WES","0","7306","MALMESBURY","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12330","RIEBEEKHOOGTE","6229","6231","UITENHAGE","Eastern Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12331","RIEGERTON PARK","5257","0","GONUBIE","Eastern Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12332","RIEMPIE EXT","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12333","RIEMPIE EXT","6625","0","OUDTSHOORN","Western Cape","2021-05-18 04:45:20","2021-05-18 04:52:52"
"12334","RIEPENPARK","2196","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:20","2021-05-18 04:45:20"
"12335","RIET RIVER","4339","0","VERULAM","Kwazulu Natal","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12336","RIET VALLEY","0","3670","HAMMARSDALE","Kwazulu Natal","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12337","RIETBRON","0","6450","RIETBRON","Eastern Cape","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12338","RIETFONTEIN","0","1120","LYDENBURG","Mpumalanga","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12339","RIETFONTEIN","0","1059","NEBO","Mpumalanga","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12340","RIETFONTEIN","1739","1747","MULDERSDRIF","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12341","RIETFONTEIN","8811","0","RIETFONTEIN","Nothern Cape","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12342","RIETFONTEIN","0","1821","LENASIA","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12343","RIETFONTEIN","84","0","PRETORIA","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12344","RIETFONTEIN PARK","1559","0","SPRINGS","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12345","RIETFONTEIN SOUTH","0","179","PRETORIA","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12346","RIETFONTEIN-SUID","0","179","PRETORIA","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12347","RIETGAT DEPOT","152","0","SOSHANGUVE","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12348","RIETKOL","0","2200","SUNDRA","Mpumalanga","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12349","RIETKUIL","1097","1097","RIETKUIL","Mpumalanga","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12350","RIETKUIL","1911","0","VANDERBIJLPARK","Gauteng","2021-05-18 04:45:21","2021-05-18 04:45:21"
"12351","RIETONDALE","84","0","MOOT","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12352","RIETPOORT","0","8202","BITTERFONTEIN","Nothern Cape","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12353","RIETPOORT","9966","9966","SMITHFIELD","Free State","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12354","RIETRIVIER","4339","0","VERULAM","Kwazulu Natal","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12355","RIETSPREXT","0","2231","KRIEL","Mpumalanga","2021-05-18 04:45:22","2021-05-18 04:52:52"
"12356","RIETVALE","8701","8701","RITCHIE","Nothern Cape","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12357","RIETVALLEI PARK","157","0","RIETVALLEI PARK","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12358","RIETVALLEIRAND","181","174","PRETORIA","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12359","RIETVALLEIRAND EXT 33","181","0","PRETORIA","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12360","RIETVALLEIRAND EXT 33","181","0","PRETORIA","Gauteng","2021-05-18 04:45:22","2021-05-18 04:52:52"
"12361","RIETVILLE","2380","0","PIET RETIEF","Mpumalanga","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12362","RIETVLEI","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12363","RIETVLEI COUNTRY ESTATE","181","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12364","RIETVLEI COUNTRY LANDGOED","181","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12365","RIETVLEI EXT 1","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12366","RIETVLEI EXT 2","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12367","RIETVLEI EXT 3","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:22","2021-05-18 04:45:22"
"12368","RIETVLEI EXT 1","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:22","2021-05-18 04:52:52"
"12369","RIETVLEI EXT 2","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:23","2021-05-18 04:52:52"
"12370","RIETVLEI EXT 3","1739","1753","KAGISO","Gauteng","2021-05-18 04:45:23","2021-05-18 04:52:52"
"12371","RIFLE ROAD","0","4240","PORT SHEPSTONE","Kwazulu Natal","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12372","RIKASRUS","1759","0","RANDFONTEIN","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12373","RISANA","2197","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12374","RISECLIFF","4092","0","CHATSWORTH","Kwazulu Natal","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12375","RISIDALE","2195","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12376","RISIVILLE","1929","0","VEREENIGING","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12377","RISIVILLE EXT 1","1929","0","VEREENIGING","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12378","RISIVILLE EXT 2","1929","0","VEREENIGING","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12379","RISIVILLE EXT 1","1929","0","VEREENIGING","Gauteng","2021-05-18 04:45:23","2021-05-18 04:52:52"
"12380","RISIVILLE EXT 2","1929","0","VEREENIGING","Gauteng","2021-05-18 04:45:23","2021-05-18 04:52:52"
"12381","RISPARK","2053","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12382","RITCHIE","0","8701","RITCHIE","Nothern Cape","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12383","RITCHIE","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12384","RITCHIE EXT 1","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12385","RITCHIE EXT 2","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:23","2021-05-18 04:45:23"
"12386","RITCHIE EXT 3","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12387","RITCHIE EXT 4","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12388","RITCHIE EXT 5","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12389","RITCHIE EXT 1","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:52:52"
"12390","RITCHIE EXT 2","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:52:52"
"12391","RITCHIE EXT 3","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:52:52"
"12392","RITCHIE EXT 4","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:52:52"
"12393","RITCHIE EXT 5","8301","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:24","2021-05-18 04:52:53"
"12394","RIVER CLUB","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12395","RIVER CLUB EXT 1","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12396","RIVER CLUB EXT 10","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12397","RIVER CLUB EXT 12","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12398","RIVER CLUB EXT 13","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:24","2021-05-18 04:45:24"
"12399","RIVER CLUB EXT 15","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12400","RIVER CLUB EXT 16","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12401","RIVER CLUB EXT 17","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12402","RIVER CLUB EXT 18","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12403","RIVER CLUB EXT 20","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12404","RIVER CLUB EXT 21","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12405","RIVER CLUB EXT 22","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12406","RIVER CLUB EXT 23","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12407","RIVER CLUB EXT 28","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12408","RIVER CLUB EXT 3","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12409","RIVER CLUB EXT 31","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12410","RIVER CLUB EXT 33","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12411","RIVER CLUB EXT 5","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12412","RIVER CLUB EXT 78","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12413","RIVER CLUB EXT 9","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:45:25"
"12414","RIVER CLUB EXT 1","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:52:53"
"12415","RIVER CLUB EXT 10","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:52:53"
"12416","RIVER CLUB EXT 12","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:52:53"
"12417","RIVER CLUB EXT 13","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:25","2021-05-18 04:52:53"
"12418","RIVER CLUB EXT 15","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12419","RIVER CLUB EXT 16","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12420","RIVER CLUB EXT 17","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12421","RIVER CLUB EXT 18","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12422","RIVER CLUB EXT 20","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12423","RIVER CLUB EXT 21","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12424","RIVER CLUB EXT 22","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12425","RIVER CLUB EXT 23","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12426","RIVER CLUB EXT 28","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:53"
"12427","RIVER CLUB EXT 3","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12428","RIVER CLUB EXT 31","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12429","RIVER CLUB EXT 33","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12430","RIVER CLUB EXT 5","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12431","RIVER CLUB EXT 78","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12432","RIVER CLUB EXT 9","2191","2149","JOHANNESBURG","Gauteng","2021-05-18 04:45:26","2021-05-18 04:52:54"
"12433","RIVER CRESCENT","1042","0","WITBANK","Mpumalanga","2021-05-18 04:45:26","2021-05-18 04:45:26"
"12434","RIVER HAMLET","0","7441","MILNERTON","Western Cape","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12435","RIVER PARK","2090","0","BRAMLEY","Gauteng","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12436","RIVER VIEW","0","3930","MTUBATUBA","Kwazulu Natal","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12437","RIVER VIEW","0","4700","KOKSTAD","Kwazulu Natal","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12438","RIVER VIEW","6850","0","WORCESTER","Western Cape","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12439","RIVERDALE","2","0","PRETORIA","Gauteng","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12440","RIVERDENE","4037","0","MARBLE RAY","Kwazulu Natal","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12441","RIVERFIELD","0","1564","SPRINGS","Gauteng","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12442","RIVERGLADES","6571","0","KNYSNA","Western Cape","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12443","RIVERHORSE VALLEY EAST","0","4017","DURBAN","Kwazulu Natal","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12444","RIVERLANDS","7353","0","ATLANTIS","Western Cape","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12445","RIVERLEA","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12446","RIVERLEA EXT 1","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:27","2021-05-18 04:45:27"
"12447","RIVERLEA EXT 10","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12448","RIVERLEA EXT 11","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12449","RIVERLEA EXT 2","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12450","RIVERLEA EXT 5","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12451","RIVERLEA EXT 1","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:52:54"
"12452","RIVERLEA EXT 10","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:52:54"
"12453","RIVERLEA EXT 11","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:52:54"
"12454","RIVERLEA EXT 2","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:52:54"
"12455","RIVERLEA EXT 5","2093","0","JOHANNESBURG","Gauteng","2021-05-18 04:45:28","2021-05-18 04:52:54"
"12456","RIVERSANDS","2191","0","RIVERSANDS","Gauteng","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12457","RIVERSDALE","6670","6670","RIVERSDALE","Western Cape","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12458","RIVERSIDE","0","9840","VILLIERS","Free State","2021-05-18 04:45:28","2021-05-18 04:45:28"
"12459","RIVERSIDE","0","3239","UMZIMKHULU","Kwazulu Natal","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12460","RIVERSIDE","0","9866","PHUTHADITJHABA","Free State","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12461","RIVERSIDE","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12462","RIVERSIDE","4051","0","DURBAN NORTH","Kwazulu Natal","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12463","RIVERSIDE","186","0","LYNN EAST","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12464","RIVERSIDE","7646","0","PAARL","Western Cape","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12465","RIVERSIDE EXT 2","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12466","RIVERSIDE EXT 3","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12467","RIVERSIDE EXT 4","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12468","RIVERSIDE EXT 5","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12469","RIVERSIDE EXT 6","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12470","RIVERSIDE EXT 8","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12471","RIVERSIDE GLEN","7975","0","FISH HOEK","Western Cape","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12472","RIVERSIDE PARK","7780","0","LANSDOWNE","Western Cape","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12473","RIVERSIDE PARK","0","4200","UMZINTO","Kwazulu Natal","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12474","RIVERSIDE PARK","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:45:29","2021-05-18 04:45:29"
"12475","RIVERSIDE EXT 2","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:52:54"
"12476","RIVERSIDE EXT 3","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:52:54"
"12477","RIVERSIDE EXT 4","1754","0","KAGISO","Gauteng","2021-05-18 04:45:29","2021-05-18 04:52:54"
"12478","RIVERSIDE EXT 5","1754","0","KAGISO","Gauteng","2021-05-18 04:45:30","2021-05-18 04:52:55"
"12479","RIVERSIDE EXT 6","1754","0","KAGISO","Gauteng","2021-05-18 04:45:30","2021-05-18 04:52:55"
"12480","RIVERSIDE EXT 8","1754","0","KAGISO","Gauteng","2021-05-18 04:45:30","2021-05-18 04:52:55"
"12481","RIVERTON","8300","0","KIMBERLEY","Nothern Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12482","RIVERTON EST","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12483","RIVERTON LGD","7490","0","MATROOSFONTEIN","Western Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12484","RIVERVIEW","0","3650","HILLCREST","Kwazulu Natal","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12485","RIVERVIEW","6070","0","WALMER","Eastern Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12486","RIVERVIEW","0","9869","PHUTHADITJHABA","Free State","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12487","RIVERWALK","0","2538","POTCHEFSTROOM","North West Province","2021-05-18 04:45:30","2021-05-18 04:45:30"
"12488","RIVIERA","7100","0","EERSTE RIVER","Western Cape","2021-05-18 04:45:30","2021-05-18 04:45:30"
